BusinessName,NumberofReviews,ReviewRating,Phonenumber,Licensenumber,Website,Address,socialmediaLinks
IGreen Builders Inc.,81,4.9,(650) 935-1555,1085340,https://www.houzz.com/trk/aHR0cDovL3d3dy5pZ3JlZW5idWlsZGVycy5jb20v/fa7e13855ee9b8818872f5f4d4530516/ue/NzI0ODE1MDI/d4f9946332995185d725fbe3c600800b,166 Geary StreetCaliforniaUnited States,['https://www.facebook.com/profile.php?id=100087154585423&mibextid=LQQJ4d']
Future Vision Remodeling,91,4.8,(888) 811-6010,991840,https://www.houzz.com/trk/aHR0cDovL2Z1dHVyZXZpc2lvbnJlbW9kZWxpbmcuY29tLw/14b32ba74ba5ffa0a814b37e3e78c069/ue/MzE2MDQ0ODc/815e7c17901e7b6888eeec01f2695c34,495 East Brokaw RoadCaliforniaUnited States,"['https://www.facebook.com/FutureVisionRemodeling/', 'https://twitter.com/FV_Remodeling', 'https://www.linkedin.com/company/future-vision-remodeling/', 'http://futurevisionremodeling.com/']"
"JT Masters Construction, Inc",,,(408) 370-7256,791713,https://www.houzz.com/trk/aHR0cDovL3d3dy5qdG1hc3RlcnNjb25zdHJ1Y3Rpb24uY29tLw/9f45d86371f848c349b58ea237b0cbf3/ue/MTQ0NTE4NQ/cf1b5576a527679011a98077c97523d5,730 D. Camden AvenueCaliforniaUnited States,
DARCO Design Construction,10,5.0,(408) 679-6090,1079457,https://www.houzz.com/trk/aHR0cDovL3d3dy5kYXJjby1jYS5jb20/5410bf80628f50d7f689ee53a6cbf7ae/ue/NjIzOTk3MDE/38bcf1efe5e55aa3dc151322278a07e2,999 W Taylor StCaliforniaUnited States,"['@darco_design_construction', 'www.darco-ca.com']"
Mr. & Mrs. Construction & Remodeling,127,5.0,(800) 587-1823,1068849,https://www.houzz.com/trk/aHR0cDovL3d3dy5NcmFuZG1yc2Nuci5jb20/41e0a56d6fd1d3817104dec7eecd7210/ue/NjMwMjUyMjk/0a64fb76c3bd87891b3219a5902ad2b6,1500 Wyatt DriveCaliforniaUnited States,"['https://www.facebook.com/mrandmrscnr', 'https://mrandmrscnr.com/']"
"Family Builders, Inc.",1,5.0,(424) 428-4443,1101267,https://www.houzz.com/trk/aHR0cHM6Ly9mYW1pbHlidWlsZGVyc2luYy5jb20v/6ce5e17d11c045060c4887b29f95900e/ue/NzkxMTQwOTM/511b5f62aa9ba88ff5216cac634d9c96,,['https://www.facebook.com/Familybuildersinc']
A2Z Builders,3,5.0,(408) 420-5005,1105847,https://www.houzz.com/trk/aHR0cDovL2hlY3RvckBhMnpidWlsZHMuY29t/ce828734abea8222cd87e697885bf4e8/ue/NzYwNjUwMjE/7785e6de16ff95c1c4610a9b7fc833d8,5450 Thornwood Dr. Suite FCaliforniaUnited States,
Clever Design & Remodeling,58,5.0,(669) 309-5454,1064699,https://www.houzz.com/trk/aHR0cDovL3d3dy5jbGV2ZXJkZXNpZ25hbmRyZW1vZGVsaW5nLmNvbQ/6fb80501130e9928528f2ea292ebe215/ue/NjAzNzU2MzY/c0dcf6ac9b856e709868de2542d43a07,1630 Oakland Road Ste. A210CaliforniaUnited States,
Endora Builders,4,5.0,(650) 666-7001,1065124,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuZW5kb3JhYnVpbGRlcnMuY29tLw/06f3b353bb6ac34766b04cc2fe469899/ue/NzMzNzk3MDU/9c0ca5ffcee14cc67940ba8514eebe01,,
California Construction Bay Area Inc.,94,5.0,(669) 235-0016,1037738,https://www.houzz.com/trk/aHR0cDovL2NhY29uc3RydWN0aW9uYmF5YXJlYS5jb20/ce2bfd9ebdfacb24dd3c12ab81eae90d/ue/NTE4MTg0NzE/7a0451fc966d65f776fcac4cace564be,,"['https://www.facebook.com/CCCbayarea', 'https://twitter.com/CCCBayAreaInc', 'http://caconstructionbayarea.com/']"
CMC Construction,7,5.0,(415) 694-2193,1015963,https://www.houzz.com/trk/aHR0cDovL3d3dy5zYW5mcmFuY2lzY29jYWdlbmVyYWxjb250cmFjdG9yLmNvbQ/e68b787776b31b57b72b9ea5766fccde/ue/NDIxNDg2Njc/7ab497ad5fcae1ea538aed2caffc73bf,CaliforniaUnited States,
Causor Construction,1,5.0,(408) 439-3860,1115917,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuY2F1c3NvcmNvbnN0cnVjdGlvbi5jb20v/4ded0a5d294a57e6559ee553a0e6538f/ue/ODQ5MTU3Mjg/6100d11bb2e2f1b1a5754ea4f04e0955,,['www.caussorconstruction.com']
Snowflake Properties LLC,1,5.0,(408) 357-4257,1066185,https://www.houzz.com/trk/aHR0cDovL3d3dy5zbm93Zmxha2UucHJvcGVydGllcw/14d326c504f25a6ebef655e721592721/ue/NzM5ODY2MQ/613a8424e88302748a14ceaaca2d7519,,
Scott White Construction,7,5.0,(866) 945-0285,950482,https://www.houzz.com/feed/follower/swcc94597,3527 Mt. Diablo Blvd #291CaliforniaUnited States,
Kyvos Construction,88,4.9,(925) 635-3740,1030719,https://www.houzz.com/trk/aHR0cDovL2t5dm9zY29uc3RydWN0aW9uLmNvbQ/f51ec76e8cd44b32bb9a919e2194e63d/ue/NTYxNTcxNDY/d92d03c50101f6e4f073769f213208a1,,"['https://www.facebook.com/profile.php?id=61552881814836', 'Kyvosconstruction.com']"
Jian Lou Construction - Maison Eureka,7,5.0,(415) 857-1808,834864,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuZXVyZWthaW52ZnVuZC5jb20vbWFpc29uLWV1cmVrYQ/93a87d8829be34bdda4c929755b84e85/ue/NzM0ODk5MjQ/0b146b8ab7e2726f85ac7a6b961c2a32,,
GK Builders,8,5.0,(408) 218-9888,624466,https://www.houzz.com/trk/aHR0cHM6Ly9nay1idWlsZGVycy5jb20/1953526145683ea2fd55423b7ec72cbc/ue/MTU5MzI0NzI/ee4d6420e74d3d78cafabe8b7ffe80da,CaliforniaUnited States,"['https://www.linkedin.com/in/gary-meek-0b1b7227/', 'https://gk-builders.com/']"
SOD Home Group,294,5.0,(800) 401-3220,942085,https://www.houzz.com/trk/aHR0cHM6Ly9zb2RoZy5jb20v/59c004bffde8dfe4f837d9762fe3dfdf/ue/MTc4MTYw/77609f3b7e9af0e8aa098776dd57081e,367 Santana HeightsCaliforniaUnited States,"['http://www.facebook.com/sodbuilders', 'https://twitter.com/sodbuilders', 'http://www.linkedin.com/profile/view?id=146105685&trk=tab_pro', 'www.LuxcessHome.com']"
Atlas General Construction,2,5.0,(650) 440-3355,1059664,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYXRsYXNnZW5lcmFsY29uc3RydWN0aW9uLm5ldA/3d8e30505b13735625ca09d4af06dbb1/ue/NjIxMDY3Mjk/5d20c205882d677dbcea274e12de87b3,"37390 Cedar Blvd., Suite BCaliforniaUnited States","['https://www.facebook.com/Atlasbuildersbayarea', 'https://www.instagram.com/atlas.construction.company/']"
ON Design & Remodeling,87,5.0,(800) 992-5997,1080660,https://www.houzz.com/trk/aHR0cHM6Ly9vbnJlbW9kZWxpbmcuY29tLw/7ab30670b127b1163ff65c540f541c8f/ue/NzA4MjUxMjI/d694864498f3727e30fca581ed4a889a,1798 Technology DrCaliforniaUnited States,"['https://www.facebook.com/ondremodeling', 'https://www.instagram.com/on.design.remodeling/']"
DLR Custom Builders,12,5.0,(510) 384-5497,436951,https://www.houzz.com/trk/aHR0cDovL2RscmNiLmNvbQ/1d8e47a33a51ecd34471ece2d2da390a/ue/NTQ3NzM3MA/d1f327422fd74369ca057c075720a4da,2160 41st AvenueCaliforniaUnited States,
Golden Heights Remodeling,9,5.0,(510) 734-0344,1068868,https://www.houzz.com/trk/aHR0cDovL3d3dy5nb2xkZW5oZWlnaHRzcmVtb2RlbGluZy5jb20/3d921c919178d19ddb76da309e0288e2/ue/NjgyMTU5OTA/e4a8f6f74d1d739e38be5fd69939034a,"1110 Burnett Ave, Suite JCaliforniaUnited States",['goldenheightsremodeling.com']
Oro Coast Builders,22,5.0,(800) 988-6817,1063640,https://www.houzz.com/trk/aHR0cDovL3d3dy5vcm9jb2FzdGJ1aWxkZXJzLmNvbQ/6450bcab184dac9933d9018642cea98a/ue/NjIxNTAxNjE/29e138376327a583726ad8be80420efa,,"['facebook.com/Oro-Coast-Builders-107340134333663', 'https://x.com/OroCoastBuilder', 'https://www.instagram.com/orocoastbuilders/']"
Lavan Construction | Design + Build,23,4.8,(408) 505-5959,1026374,https://www.houzz.com/trk/aHR0cDovL3d3dy5sYXZhbnVzLmNvbQ/ed1344ec8c142bb4e9cd33bb57e4c90f/ue/NTM2NjcxMDA/fdaa746721eacab522c7396fd41a817d,,"['https://www.facebook.com/lavanconstruction/', 'www.lavanus.com']"
Century Bay Builders Inc.,94,5.0,(888) 660-8574,1065841,https://www.houzz.com/trk/aHR0cDovL2NlbnR1cnliYXlidWlsZGVyc2NhLmNvbQ/5d6433dcde3619ef26d850dab1c4df33/ue/NjEwMjQ3NjY/4d58ef76a2fb4f5a416ff46e0bf56843,,"['https://www.facebook.com/Century-Bay-Builders-CA-112986633678517/', 'https://centurybaybuildersca.com/']"
"DMD General Construction, Inc.",33,5.0,(408) 495-3052,952155,https://www.houzz.com/trk/aHR0cHM6Ly9kbWRwcm9qZWN0cy5ob3V6enNpdGUuY29t/2c4a99642ca6999479b0ec471b7a5016/ue/MTk1NzY2MzU/c06adaccde632eb6a0f9569fc1818604,Contact for AppointmentCaliforniaUnited States,
Mayer's Construction and Remodeling,13,4.9,(888) 394-4041,1063024,https://www.houzz.com/trk/aHR0cHM6Ly9tYXllcnNjbnIuY29t/c41c5c19d3e862afb0638ab11988c138/ue/NTk1MTkxNzM/c767b94d0a46a80f60c236ea059dcedc,,"['https://www.facebook.com/Mayerscnr/?view_public_for=111007200451354', 'https://twitter.com/Mayerscnr', 'www.mayerscnr.com']"
J5 Homes,4,5.0,(510) 853-4459,530827,https://www.houzz.com/trk/aHR0cDovL0o1SG9tZXMuY29t/7e2e0b97a51cb1ee004ef2aef970b3b7/ue/NTQ0NjkwNDA/8b24598522f2b8dc0aa1a8d3a3349840,,['https://www.yelp.com/biz/j5-homes-san-mateo']
Mark Allen Design and Construction,3,5.0,(408) 210-6458,892652,https://www.houzz.com/trk/aHR0cDovL3d3dy5tYXJrYWxsZW5jb25zdHJ1Y3Rpb24uY29t/1a880d764a0736385ce868c4ad7e9662/ue/MjY0MDM5MTk/246585de0762ab108166295363b9a2e1,Contact for AppointmentCaliforniaUnited States,
Zume Builders,11,5.0,(888) 507-9863,1042821,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuenVtZWJ1aWxkZXJzLmNvbS8/65aa25fb0a9941bfe2c5ac68fcbfcbfe/ue/NDE5ODMwMTc/e0248c72ab0ee949c7147a9d5de36309,,['zumebuilders.com']
Blues Brothers Construction Inc.,28,4.8,(415) 823-1411,1061668,https://www.houzz.com/trk/aHR0cDovL2JsdWVzYnJvcy5jb20/310a972d85b9a25db1f24a05fd8f8d30/ue/NTk2NDIxMjA/675ac4949cc3c2d9da9102d84a651f7e,761 Mabury Rd.CaliforniaUnited States,"['https://www.facebook.com/profile.php?id=100068866495750', 'https://www.bluesbrothersconstruction.com/']"
True & Square Construction Inc.,5,5.0,(510) 806-5635,1091019,https://www.houzz.com/trk/aHR0cHM6Ly90cnVlYW5kc3F1YXJlY29uc3RydWN0aW9uLmNvbQ/caf2b21c32d97a16daabe85d542b5cac/ue/NzQ0NDAwMjc/ceb0f08fada34260d84d2d8d0926e756,,"['https://www.homeadvisor.com/rated.TrueSquare.94255693.html', 'https://www.instagram.com/trueandsquareconstruction/?hl=en']"
Lb construction & remodeling,9,4.6,(510) 692-9272,1039036,https://www.houzz.com/trk/aHR0cDovL0xiY29uc3RydWN0aW9uYW5kcmVtb2RlbGluZy5jb20/231da0bbbf8d29fefcef581e6106bee7/ue/NTcwMzU0ODk/460feda5da930a601dbf7f6a8c94b4c3,2485 west ave 133rdCaliforniaUnited States,
Top Home Builders Inc,25,5.0,(669) 282-0906,1066571,https://www.houzz.com/trk/aHR0cHM6Ly90b3Bob21lYnVpbGRlcnNpbmMuY29tLw/6d2135be2e8eac4179a743f8563f8774/ue/NjQ2OTY4ODY/6cbbe4d5a1c372e8f278136651715863,"5450 Thornwood Dr. Suite E,CaliforniaUnited States","['https://www.instagram.com/tophomebuildersinc/?g=5', 'https://tophomebuildersinc.com/']"
A-1 Construction & Remodel,,,(408) 775-1304,921651,https://www.houzz.com/trk/aHR0cHM6Ly9hMWNvbnN0cnVjdGlvbnJlbW9kZWwuY29tLw/dc01a1a785ea6f86ce55c241e1214ed3/ue/MjQ3NjA2MjA/6463d35a13ed9d314418ec9eb3765bdb,CaliforniaUnited States,
Vera Development and Construction Inc,6,5.0,(831) 235-2735,1020668,https://www.houzz.com/trk/aHR0cDovL3d3dy52ZXJhZGV2Y29uLmNvbQ/faf80d90f215855b89c152c9615cc716/ue/MjkwNzI3Nzk/a981b650f9ab4cb14c702f99e4dbf4f9,17 Richardson aveCaliforniaUnited States,
"4 Real Construction, Inc",4,4.8,(510) 773-4490,1013921,https://www.houzz.com/trk/aHR0cHM6Ly80cmVhbGNvbnN0cnVjdGlvbjEuaG91enpzaXRlLmNvbQ/6d6ef67103bfc87a2ec5544fad563fc5/ue/MzM0MDcxOTM/2ac19c2a2304d46529e8d3a606999074,528 Simon StCaliforniaUnited States,
C. Watkins Construction,5,5.0,(925) 239-5694,1118850,https://www.houzz.com/trk/aHR0cDovL3d3dy5jd2F0a2luc2NvbnN0cnVjdGlvbi5jb20/7416eed7f403cd76e2120decfbe01e79/ue/ODA2NDU3ODM/f4d61224aabee611ddc8d49d16f5fddb,1423 Broadway Ste. 530CaliforniaUnited States,"['https://www.facebook.com/profile.php?id=61558001018431', 'www.cwatkinsconstruction.com']"
"Urias Construction, Inc.",5,5.0,(925) 678-0381,1022877,https://www.houzz.com/trk/aHR0cHM6Ly91cmlhc2NvbnN0cnVjdGlvbmluYy5jb20/c58d3873abe9d4c6b511ba419e78e2e3/ue/NTk1NzM0Mjc/80e4596bcba3bc3caecc8b0a717c1ef3,1712 Askren Ct.CaliforniaUnited States,['Efrain Urias']
Baron Construction and Remodeling,71,4.8,(650) 787-4446,991076,https://www.houzz.com/trk/aHR0cDovL2Jhcm9uY25yLmNvbQ/af0553d52e5278dce6bff1b07ed01ba1/ue/MTQ4MzEyODE/15eb891066459723141399a22cf02155,,"['https://www.facebook.com/baroncnr', 'www.baroncnr.com']"
Edri Construction,9,5.0,(415) 949-6300,1070193,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuZWRyaWNvbnN0cnVjdGlvbi5jb20/d82fa783ae0527ddbdf221d124fa8945/ue/NjQ5NzE0NzQ/1d3a061abc14459aa4e2b403fa375fc9,701 Cortland Ave.CaliforniaUnited States,"['https://www.facebook.com/EdriConstruction', 'http://linkedin.com/in/edri-construction']"
"Chesler Construction, Inc.",4,5.0,(650) 298-8666,337459,https://www.houzz.com/trk/aHR0cDovL3d3dy5DaGVzbGVyQ29uc3RydWN0aW9uSW5jLmNvbQ/768f0d0d44f4ed50481ae8e24c07d5bd/ue/MjQ3MjUwMDQ/2f0bf89cbabf11e4aaf8f75c1689d1c6,"2682 Middlefield Road, Unit RCaliforniaUnited States",['www.cheslerconstructioninc.com']
ProBay Remodeling,,,(510) 694-2925,1103413,https://www.houzz.com/trk/aHR0cDovL3d3dy5wcm9iYXlyZW1vZGVsLmNvbQ/13a0f05e49a66eea75f93614172affdf/ue/ODUxMDE1MzY/fe2988f368c259f96ff1c617668f6edb,2538 Seaboard AveCaliforniaUnited States,['https://www.instagram.com/probayremodel/']
Green California Builders Inc.,66,5.0,(408) 212-7336,1050335,https://www.houzz.com/trk/aHR0cDovL2dyZWVuY2FsaWZvcm5pYWJ1aWxkZXJzLmNvbS8/de5dd397b3a1b185f751c0306493f6d6/ue/NTQ3ODk0Mzk/a7ff03a98cc21a926355695c7fd9d7c6,"2570 N First St. #2nd Floor, San Jose, CA 95131 andCaliforniaUnited States","['https://www.facebook.com/Green-California-Builders-256992425233793', 'GreenCaliforniaBuilders.com']"
AtticPros,,,(800) 543-0382,1022608,https://www.houzz.com/trk/aHR0cHM6Ly9hdHRpY3Byb3NpbmMuY29tLw/a7a59411359617fbc65358cf860aa3e7/ue/MzYyNDg1NzI/a8d60df590a0caccaeb353836711026c,718 Douglas Ave.CaliforniaUnited States,"['https://www.facebook.com/AtticCleaningPros/', 'https://twitter.com/atticpros1?lang=en', 'https://www.linkedin.com/company/attic-pros-inc/', 'https://atticprosinc.com/']"
A.V. Builders Inc.,5,5.0,(650) 486-1870,948797,https://www.houzz.com/trk/aHR0cDovL3d3dy5hdmJ1aWxkZXJzLmNvbQ/d021f643f7f3f37682b8853a06e1a2ae/ue/MzgyOTE4Ng/ee888ee85e88c35a917153ad41f8dc53,285 Old County Rd. Suite 7CaliforniaUnited States,['http://www.facebook.com/pages/AV-Builders/545509738809981']
O.T Bay Builders,16,5.0,(408) 766-7272,1097881,https://www.houzz.com/trk/aHR0cDovL3d3dy5vdGJheWJ1aWxkZXJzLmNvbQ/e94fd05758b0f7a9ad5717d8b0f4e627/ue/NzUzMjU0Mzc/a6cba1dbbf362421777853969cfb81c3,1580 Oakland Rd Ste C106CaliforniaUnited States,"['https://www.facebook.com/profile.php?id=100087450857546', 'https://www.otbaybuilders.com/']"
David Joseph Heuser,11,5.0,(831) 889-2180,490307,https://www.houzz.com/trk/aHR0cDovL3d3dy5kYXZpZGhldXNlcmJ1aWxkZXIuY29t/86283bf008f1bdeb250043084d5bb242/ue/Mjk0MjY5Nw/796155bda55e84d1cb3ca940e0baa02f,,
Decor Builders,53,5.0,(408) 547-3442,1065141,https://www.houzz.com/trk/aHR0cDovL3d3dy5kZWNvci1idWlsZGVycy5jb20/5de1b551c9ca4809ffb078713c759453/ue/NjE1Njk2MDk/5894652a4c807fdf547d7658a6649682,2375 Zanker Rd.CaliforniaUnited States,"['https://www.facebook.com/DecorBuilder', 'https://www.decor-builders.com/']"
Preferred Construction Group,8,4.9,(209) 613-7568,1114973,https://www.houzz.com/trk/aHR0cHM6Ly9wcmVmZXJyZWRjb25zdHJ1Y3Rpb25ncnAuY29t/7c3217e6ec9b2d7c30a8195d409ea029/ue/ODAxMDc5NDM/4b218d35c97c7b68296c3f932d1d35dc,,['https://www.instagram.com/pcginc23?igsh=NGVhN2U2NjQ0Yg%3D%3D&utm_source=qr']
Barcci Builders,45,5.0,(650) 241-9163,1086047,https://www.houzz.com/trk/aHR0cDovL3d3dy5iYXJjY2lidWlsZGVycy5jb20/4d9fb4813bbaa0efc7905710456c0ff8/ue/NzA0NTU4Nzc/0863917e110140a8761819c7d85bb095,16185 Los Gatos BlvdCaliforniaUnited States,
Hare Construction,12,5.0,(831) 655-9507,883990,https://www.houzz.com/trk/aHR0cDovL2hhcmVjb25zdHJ1Y3Rpb24uY29t/d517716f025298ad9c5351b1043b5419/ue/MzY3Njc5Nw/bcdc80232bbc16364f8801d798987d25,221 15thCaliforniaUnited States,"['https://www.facebook.com/HareConstruction', 'http://www.linkedin.com/company/hare-construction', 'http://www.yelp.com/biz/hare-construction-pacific-grove']"
NuHome Remodeling,26,5.0,(408) 819-6296,1069117,https://www.houzz.com/trk/aHR0cDovL251aG9tZXJlbW9kZWxpbmcuY29t/3b0d4cc17bff552711f791fd4c5a98ea/ue/NjUwNTM0NzI/9e6ffd4b27c61fab50b41c08584720ac,"123 E. San Carlos st, #454CaliforniaUnited States",
Burton Builders LLC,14,4.9,(510) 374-0528,1042450,https://www.houzz.com/trk/aHR0cHM6Ly9idXJ0b25idWlsZGVyc2xsYy5jb20/b5ac82d54329c8a1bac7aae5f737f3f3/ue/NTg0MDUzMzk/08319e621294033dcd41b7d74afbdf36,12488 San Pablo AveCaliforniaUnited States,"['https://www.facebook.com/burtonbuildersllc', 'https://www.linkedin.com/company/burton-builders-llc/', 'https://www.instagram.com/burtonbuildersllc.ca/']"
HomeTech Construction & Design,76,5.0,(408) 542-0833,1022664,https://www.houzz.com/trk/aHR0cHM6Ly9ob21ldGVjaGRlc2lnbnN0dWRpby5jb20/7579dbd2f641921dc73c7c0e1e816627/ue/NDI1MDE5NDQ/ed740abdf2d7d2a33a9ac3aeafc3a4e8,228 Hamilton AveCaliforniaUnited States,"['https://www.facebook.com/hometechconstruction/', 'https://twitter.com/hometechc', 'https://www.instagram.com/hometech_construction_design/']"
Changras & Frey Construction Inc.,13,5.0,(408) 243-7399,1028051,https://www.houzz.com/trk/aHR0cHM6Ly9jaGFuZ3Jhc2FuZGZyZXljb25zdHJ1Y3Rpb24uY29t/9ce97df110b43ea23d8a530f5a74867f/ue/MTA0MjcwMzc/328540bd071192630728d48b688a966c,PO Box 3219CaliforniaUnited States,['www.changrasandfreyconstruction.com']
Rhino Builders,13,5.0,(925) 233-0109,580756,https://www.houzz.com/trk/aHR0cDovL3d3dy5yaGlub2J1aWxkZXJzMTk4OS5jb20/c582efb9b313677ccc541ea53c5b8c5b/ue/NzI0MjUwNTc/b5977223d58f74320cecfcfaa4be72ba,CaliforniaUnited States,['https://www.facebook.com/rhinobuilders1989']
Dustin Reed Construction,13,5.0,(925) 548-2107,960659,https://www.houzz.com/trk/aHR0cHM6Ly9kcmNyZW1vZGVsLmNvbQ/a02623c8d08fb083283baa2086712020/ue/MTExODMyMjA/8b4fe5a00273a8a8302c52dc15afa240,CaliforniaUnited States,
Keystone Home Improvements Inc,11,5.0,(510) 846-4021,1016064,https://www.houzz.com/trk/aHR0cDovL2tleXN0b25lSG9tZUltcHJvdmVtZW50cy5jb20/dd381da4ed3600500a55dd310890da7b/ue/NTU1MjA0ODc/78207c383aa9c24727042f6ff99a225b,CaliforniaUnited States,"['https://www.facebook.com/keystonehomeimprovements/', 'https://keystonehomeimprovements.com/']"
"The Remodel Nest, Inc.",4,5.0,(408) 831-6363,1082048,https://www.houzz.com/trk/aHR0cDovL3d3dy50aGVyZW1vZGVsbmVzdC5jb20/43368f079f137401a6d02e0422362c21/ue/NzIyMjIyNzk/bd8ddf6007d6980b94982bfee99c2c96,,"['https://www.facebook.com/profile.php?id=100090379136727', 'http://www.theremodelnest.com']"
AA Quality Construction,17,5.0,(925) 307-9704,999301,https://www.houzz.com/trk/aHR0cHM6Ly9hYXF1YWxpdHljb25zdHJ1Y3Rpb24uY29tLw/c12505b1908160d86736c250186af4a5/ue/NTc3NjE3ODU/907053ffe85b2761b1e3fa9b9a4df7de,CaliforniaUnited States,"['https://www.facebook.com/pages/category/Contractor/AA-Quality-Construction-716777841678027/', 'https://aaqualityconstruction.com/']"
JPM Construction,14,5.0,(650) 477-2410,932838,https://www.houzz.com/trk/aHR0cDovL3d3dy5qcG1jb25zdHJ1Y3RzLmNvbS8/b5f30367f6742eedefd37de69b0ca6eb/ue/NDI2ODMyMA/99124304f1d4364cd4ba73db6da9ea58,"151 W. 3rd Ave., n°7CaliforniaUnited States",['http://www.linkedin.com/pub/matthew-mills/1/bb6/881']
BH Construction & Development Inc,9,5.0,(800) 605-2173,1106924,https://www.houzz.com/trk/aHR0cHM6Ly9iaGNvbnN0cnVjdGlvbmNhLmNvbS8/9fde3d1e9fed5911da3f01223dd198bd/ue/NzczMzU5NDc/3d3edafb71189b6371464d2e13ddfec4,"538 Alberta Ave ,CaliforniaUnited States",['https://www.facebook.com/BHconstructiondevelopmentinc']
Inspired Builders,29,5.0,(669) 800-9899,1088894,https://www.houzz.com/trk/aHR0cDovL3d3dy5pbnNwaXJlZGJ1LmNvbQ/cc670d363c4f5be03cad3e84c87120f2/ue/NzM0NTM2MjA/9b24789cb228cce4e397c2efa84f0a3f,,"['https://www.facebook.com/Inspired-Builders-102014545945959', 'https://www.linkedin.com/in/david-sabbag-790b35246/', 'www.inspiredbu.com']"
"Nordin Builders, Inc.",11,4.9,(650) 397-0825,949409,https://www.houzz.com/trk/aHR0cDovL3d3dy5ub3JkaW5idWlsZGVycy5jb20/ac6cddd5070fc23347974d074d314d1f/ue/MTM5ODg4Mg/a5ff5d8a86a74b3df0403cb6f2209b83,,"['https://www.facebook.com/NordinBuilders', 'https://www.linkedin.com/company/1843186', 'http://www.nordinbuilders.com/']"
Golden View Renovation,56,5.0,(408) 908-8281,1072628,https://www.houzz.com/trk/aHR0cDovL3d3dy5nb2xkZW52aWV3cmVub3ZhdGlvbi5jb20/f56993baced3302e38004e2b7ec5aae8/ue/NjQ5OTczMTQ/76ff58db796391b5668f8b2dfb50f5d9,1630 Oakland Rd #A217CaliforniaUnited States,['https://www.facebook.com/GoldenViewRenovation']
EDR Design Build,26,5.0,(650) 888-2107,1062452,https://www.houzz.com/trk/aHR0cHM6Ly9hZGRpdGlvbi5lZHJlbW9kZWwuY29tLw/55831b24d36233c4454a65605a703fc8/ue/NjA4Nzc3NzU/fd90acec49e7e75583a2bc930874748f,16185 Los gatos blvd Suite 205CaliforniaUnited States,"['https://www.facebook.com/Eddie-Design-Remodeling-106902007695336/?view_public_for=106902007695336', 'http://www.edremodel.com']"
DevArt8 Construction,22,5.0,(669) 293-1126,1101484,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuZGV2YXJ0OC5jb20/8c8b228198c12ba4a48ca41e8f2bd04e/ue/NzQ2NDQzNjI/ed4758f3bdc2e64313fda2e40e0a21bb,1828 S Milpitas Blvd #506CaliforniaUnited States,"['https://www.facebook.com/devart8/', 'https://www.devart8.com/']"
Ingenious General Construction,9,5.0,(925) 848-7043,1032812,https://www.houzz.com/trk/aHR0cDovL3d3dy5mbG93Y29kZS5jb20vcGFnZS9pbmdlbmlvdXNnZW5lcmFsY29uc3RydWN0aW9u/7424f31af6dbec0fe2de7561b217f494/ue/NTkzNDUxNDU/c479df9330df3860358c1ea2a3c775d1,,"['https://www.facebook.com/ingeniousgeneralconstruction/', 'https://www.ingeniousgeneralconstructionca.com/']"
Level Up Home Remodeling Inc,92,5.0,(408) 692-7203,1034500,https://www.houzz.com/trk/aHR0cDovL3d3dy5sZXZlbHVwaG9tZXJlbW9kZWxpbmcuY29t/56ad1f6ddd42ccc1365be5ee84e9d4b9/ue/MzkwNDA0OTE/d6fb612117f9fae762b2ad548044a33d,,"['facebook.com/leveluphomeremodeling', 'https://leveluphomeremodeling.com/']"
EXCELLENCE CONSTRUCTION,14,5.0,(800) 883-1353,1052292,https://www.houzz.com/trk/aHR0cDovL2V4Y2VsbGVuY2UtY29uc3RydWN0aW9uLmNvbQ/ec381228c6a1bfdf5340654e79c9a21f/ue/NTU5NTgyNjQ/4421cc5edd7490ef634447d6d0103fcd,2225 E Bayshore Rd.CaliforniaUnited States,['http://excellence-construction.com/']
The Urban Builder,15,4.9,(415) 269-4916,869710,https://www.houzz.com/trk/aHR0cDovL3RoZXVyYmFuYnVpbGRlci5jb20/534cafcbf220e38e4670c6eb26765057/ue/NTY2MzUzMw/70d0a03d341c148aa55833885f18598a,Contact For AppointmentCaliforniaUnited States,['http://www.theurbanbuilder.com/']
Acme Builders Incorporated,16,5.0,(510) 730-2263,926939,https://www.houzz.com/trk/aHR0cDovL3d3dy5hY21lYnVpbGRlcnMuY29t/933db88c401c2e69c823d61fda909071/ue/Mjc1MTM4/2d14fcbed04ed9f7f40c70d239da12c9,1424 Magnolia St.CaliforniaUnited States,"['http://fb.me/acmebuildersincorporated', 'https://www.linkedin.com/in/paul-peczon-b748341/', 'https://acmebuilders.blogspot.com/']"
R. Jurian Construction Inc.,13,5.0,(408) 438-3186,978996,https://www.houzz.com/trk/aHR0cHM6Ly9yanVyaWFuY29uc3RydWN0aW9uLmNvbQ/dabd8944a683ddaf966ec88da5ae93db/ue/ODgwMTUxMw/81936c96ab67b623c9fa78a723eb6f53,CaliforniaUnited States,['https://rjurianconstruction.com/']
